book_id,authors,year,title,average_rating
2168,"Charles Dickens, Katharine Kroeber Wiley",1843,"A Christmas Carol, The Chimes and The Cricket on the Hearth",4.11
2169,Gillian Flynn,2014,The Grownup,3.54
2170,Neil Gaiman,1998,Smoke and Mirrors: Short Fiction and Illusions,4.05
2171,Amish Tripathi,2013,"The Oath of the Vayuputras (Shiva Trilogy, #3)",3.66
2172,Kurt Vonnegut Jr.,1968,Welcome to the Monkey House,4.13
2173,Jim Gaffigan,2013,Dad Is Fat,3.76
2174,David McCullough,1992,Truman,4.15
2175,Ron Chernow,2004,Alexander Hamilton,4.26
2176,"Dr. Seuss, Various",2003,The Cat in the Hat and Other Dr. Seuss Favorites,4.41
2177,"Nikolai Gogol, Robert A. Maguire",1842,Dead Souls,3.98
2178,Elle Kennedy,2015,"The Deal (Off-Campus, #1)",4.3
2179,Kiera Cass,2016,"The Crown (The Selection, #5)",3.8
2180,David Baldacci,2011,"Zero Day (John Puller, #1)",3.99
2181,"Arlene Mosel, Blair Lent",1968,Tikki Tikki Tembo,4.21
2182,L.J. Smith,2008,"Night World, No. 1 (Night World, #1-3)",4.04
2183,Tina Reber,2010,"Love Unscripted (Love, #1)",4.04
2184,James Patterson,1999,"Pop Goes the Weasel (Alex Cross, #5)",3.98
2185,Penelope Douglas,2013,"Bully (Fall Away, #1)",4.15
2186,Alison Weir,1980,The Six Wives of Henry VIII,4.1
2187,"Yevgeny Zamyatin, Clarence Brown",1924,We,3.95
2188,Barbara Kingsolver,1993,Pigs in Heaven,3.97
2189,John Scalzi,2006,"The Ghost Brigades (Old Man's War, #2)",4.09
2190,Alan Paton,1948,"Cry, the Beloved Country",3.87
2191,"Brian Froud, Alan Lee",1978,Faeries,3.89
2192,Gregory Maguire,1999,Confessions of an Ugly Stepsister,3.51
2193,Nick Hornby,2001,How to Be Good,3.18
2194,Cassandra Clare,2016,"Lady Midnight (The Dark Artifices, #1)",4.47
2195,Cornelia Funke,2007,"Inkdeath (Inkworld, #3)",3.93
2196,Isaac Asimov,1982,Foundation's Edge (Foundation #4),4.08
2197,Thomas Hardy,1895,Jude the Obscure,3.8
2198,David Eddings,1982,"Queen of Sorcery (The Belgariad, #2)",4.13
2199,Shirley Jackson,1949,The Lottery and Other Stories,4.06
2200,Margaret Peterson Haddix,2010,"Into the Gauntlet (The 39 Clues, #10)",3.99
2201,Aprilynne Pike,2009,"Wings (Wings, #1)",3.75
2202,Cecily von Ziegesar,2002,"Gossip Girl (Gossip Girl, #1)",3.51
2203,Frederick Forsyth,1972,The Odessa File,4.1
2204,Elizabeth Strout,2013,The Burgess Boys,3.54
2205,Yuval Noah Harari,2011,Sapiens: A Brief History of Humankind,4.41
2206,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011,Lies That Chelsea Handler Told Me,3.74
2207,Tana French,2012,"Broken Harbour (Dublin Murder Squad, #4)",3.92
2208,M. Leighton,2013,"Down to You (The Bad Boys, #1)",4.05
2209,William Shakespeare,1623,The Complete Works,4.49
2210,Ursula K. Le Guin,1974,The Dispossessed,4.18
2211,"Henning Mankell, Steven T. Murray",1991,"Faceless Killers (Kurt Wallander, #1)",3.78
2212,John Grisham,2010,The Confession,3.81
2213,Dean Koontz,1988,Lightning,4.06
2214,"James Patterson, Keith David, Anthony Heald",1997,"Cat and Mouse (Alex Cross, #4)",3.96
2215,Judy Blume,1980,"Superfudge (Fudge, #3)",3.98
2216,Shari Lapena,2016,The Couple Next Door,3.74
2217,Cynthia Hand,2012,"Hallowed (Unearthly, #2)",4.15
2218,Ann Leckie,2013,Ancillary Justice (Imperial Radch #1),3.97
2219,Terry Goodkind,2001,"The Pillars of Creation (Sword of Truth, #7)",3.67
2220,"James C. Collins, Jerry I. Porras",1994,Built to Last: Successful Habits of Visionary Companies,3.98
2221,Allen Eskens,2014,The Life We Bury,3.93
2222,Eric Wilson,2008,Fireproof,4.47
2223,Jack Higgins,1975,"The Eagle Has Landed (Liam Devlin, #1)",4.15
2224,Laurell K. Hamilton,1996,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",4.12
2225,David Wong,2007,"John Dies at the End (John Dies at the End, #1)",3.92
2226,"Carl Sagan, Ann Druyan",1995,The Demon-Haunted World: Science as a Candle in the Dark,4.27
2227,Lucy Christopher,2009,Stolen: A Letter to My Captor,3.93
2228,Stanisław Lem,1961,Solaris,3.97
2229,Elizabeth Wurtzel,1994,Prozac Nation,3.57
2230,Lloyd Alexander,1965,The Black Cauldron (The Chronicles of Prydain #2),4.13
2231,Daniel J. Levitin,2006,This Is Your Brain on Music: The Science of a Human Obsession,3.86
2232,Mitch Albom,2013,The First Phone Call from Heaven,3.73
2233,Augusten Burroughs,2006,Possible Side Effects,3.97
2234,Anna Quindlen,2014,Still Life with Bread Crumbs,3.63
2235,Agatha Christie,1936,"The A.B.C. Murders (Hercule Poirot, #13)",3.97
2236,Anonymous,1909,Holy Bible: New International Version,4.61
2237,J.R. Ward,2012,"Lover Reborn (Black Dagger Brotherhood, #10)",4.35
2238,Julia Quinn,2000,"The Duke and I (Bridgertons, #1)",4.11
2239,"Margaret Weis, Tracy Hickman",1985,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",4.12
2240,Lorraine Hansberry,1959,A Raisin in the Sun,3.72
2241,Richard K. Morgan,2002,"Altered Carbon (Takeshi Kovacs, #1)",4.1
2242,Tom Clancy,1991,"The Sum of All Fears (Jack Ryan Universe, #7)",3.99
2243,A.J. Banner,2015,The Good Neighbor,3.33
2244,"Brian K. Vaughan, Fiona Staples",2013,"Saga, Vol. 2 (Saga, #2)",4.57
2245,Lee Child,2004,"The Enemy (Jack Reacher, #8)",4.15
2246,Michael   Lewis,2014,Flash Boys: A Wall Street Revolt,4.12
2247,"Jean-Dominique Bauby, Jeremy Leggatt",1997,The Diving Bell and the Butterfly,4.01
2248,"Bill O'Reilly, Martin Dugard",2012,Killing Kennedy: The End of Camelot,4.05
2249,John Grisham,2015,Rogue Lawyer,3.7
2250,Bill Bryson,2006,The Life and Times of the Thunderbolt Kid,3.93
2251,Chevy Stevens,2010,Still Missing,3.96
2252,Frank McCourt,1999,"'Tis (Frank McCourt, #2)",3.66
2253,Charles C. Mann,2005,1491: New Revelations of the Americas Before Columbus,4.01
2254,Marissa Meyer,2015,"Fairest (The Lunar Chronicles, #3.5)",4.02
2255,Kay Redfield Jamison,1995,An Unquiet Mind: A Memoir of Moods and Madness,4.03
2256,Sarah  Young,2004,Jesus Calling: Enjoying Peace in His Presence,4.54
2257,Edward Albee,1962,Who's Afraid of Virginia Woolf?,4.09
2258,Andrzej Sapkowski,1993,"The Last Wish (The Witcher, #1)",4.2
2259,"Umberto Eco, William Weaver",1988,Foucault's Pendulum,3.89
2260,Don Freeman,1978,A Pocket for Corduroy,4.29
2261,"James Patterson, Maxine Paetro",2006,"The 5th Horseman (Women's Murder Club, #5)",4.03
2262,Jacqueline Carey,2001,"Kushiel's Dart (Phèdre's Trilogy, #1)",4.04
2263,Eric Metaxas,2009,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23
2264,Janet Evanovich,2011,"Explosive Eighteen (Stephanie Plum, #18)",3.92
2265,Michael  Grant,2010,"Lies (Gone, #3)",4.09
2266,A.W. Tozer,1948,The Pursuit of God,4.38
2267,Julie Kagawa,2011,"The Iron Knight (The Iron Fey, #4)",4.23
2268,Jacqueline Winspear,2003,"Maisie Dobbs (Maisie Dobbs, #1)",3.91
2269,Raymond E. Feist,1982,"Magician (The Riftwar Saga, #1-2)",4.32
2270,Ann Brashares,2007,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",3.8
2271,Terry Pratchett,1996,"Feet of Clay (Discworld, #19; City Watch, #3)",4.26
2272,"Stieg Larsson, Reg Keeland",2005,"The Millennium Trilogy (Millennium Trilogy, #1-3)",4.46
2273,Dot Hutchison,2016,The Butterfly Garden (The Collector #1),4.07
2274,Tom Robbins,1990,Skinny Legs and All,4.03
2275,Jeaniene Frost,2009,"Destined for an Early Grave (Night Huntress, #4)",4.34
2276,R.K. Lilley,2012,"In Flight (Up in the Air, #1)",4.1
2277,James Patterson,2006,"Cross (Alex Cross, #12)",3.99
2278,Meg Cabot,2002,"All-American Girl (All-American Girl, #1)",3.73
2279,Bill Bryson,1991,Neither Here nor There: Travels in Europe,3.88
2280,David Levithan,2003,Boy Meets Boy,3.85
2281,Wally Lamb,2013,We Are Water,3.79
2282,James Patterson,2009,"Max (Maximum Ride, #5)",4.07
2283,Alexandra Adornetto,2010,"Halo (Halo, #1)",3.67
2284,Kiran Desai,2006,The Inheritance of Loss,3.41
2285,Raymond E. Feist,1986,"A Darkness At Sethanon (The Riftwar Saga, #4)",4.17
2286,"Johann Wolfgang von Goethe, Burton Pike",1774,The Sorrows of Young Werther,3.63
2287,Jeaniene Frost,2008,"At Grave's End (Night Huntress, #3)",4.31
2288,Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight,3.96
2289,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,4.05
2290,Jonathan Safran Foer,2009,Eating Animals,4.18
2291,"Angie Sage, Mark Zug",2006,"Flyte (Septimus Heap, #2)",3.99
2293,Rae Carson,2011,"The Girl of Fire and Thorns (Fire and Thorns, #1)",3.81
2294,Ann Aguirre,2011,"Enclave (Razorland, #1)",3.92
2295,"Dava Sobel, Neil Armstrong",1995,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3.95
2296,Patricia Cornwell,1997,"Unnatural Exposure (Kay Scarpetta, #8)",4.05
2297,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust: First Part,3.93
2298,James W. Loewen,1995,Lies My Teacher Told Me,3.96
2299,Robin Hobb,2003,"Fool's Fate (Tawny Man, #3)",4.38
2300,"Joe Hill, Gabriel Rodríguez",2008,"Locke & Key, Vol. 1: Welcome to Lovecraft",4.18
2301,Patrick Ness,2009,"The Ask and the Answer (Chaos Walking, #2)",4.2
2302,Alexandra Ripley,1991,Scarlett,3.44
2303,Laurell K. Hamilton,1996,"Bloody Bones (Anita Blake, Vampire Hunter #5)",4.1
2304,F. Scott Fitzgerald,1920,This Side of Paradise,3.68
2305,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99
2306,Kim Harrison,2005,"Every Which Way But Dead (The Hollows, #3)",4.29
2307,Curtis Sittenfeld,2016,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",3.63
2308,Sarah Thornton,2008,Seven Days in the Art World,3.54
2309,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Húrin,3.94
2310,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,4.29
2311,"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,3.95
2312,Orson Scott Card,2002,"Shadow Puppets (Ender's Shadow, #3)",3.88
2313,Lev Grossman,2014,"The Magician's Land (The Magicians, #3)",4.16
2314,William Faulkner,1932,Light in August,3.93
2315,"E.B. White, Fred Marcellino",1970,The Trumpet of the Swan,4.06
2316,George Saunders,2013,Tenth of December,3.96
2317,Sherrilyn Kenyon,2002,"Night Pleasures (Dark-Hunter, #1)",4.23
2318,"Thomas J. Stanley, William D. Danko",1995,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4.0
2319,Ally Carter,2009,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",4.2
2320,Bob Dylan,2004,"Chronicles, Vol. 1",3.98
2321,Bill Bryson,1989,The Lost Continent: Travels in Small Town America,3.83
2322,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),4.06
2323,Sidney Sheldon,1998,Tell Me Your Dreams,3.93
2324,"Laura Ingalls Wilder, Garth Williams",1939,"By the Shores of Silver Lake  (Little House, #5)",4.16
2325,Iain M. Banks,1988,"The Player of Games (Culture, #2)",4.26
2326,"George Selden, Garth Williams",1960,The Cricket in Times Square,4.01
2327,Patrick Lencioni,2002,The Five Dysfunctions of a Team: A Leadership Fable,4.01
2328,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,3.85
2329,"Roger Fisher, William Ury, Bruce Patton",1981,Getting to Yes: Negotiating an Agreement Without Giving In,3.88
2330,R.K. Lilley,2012,"Mile High (Up in the Air, #2)",4.21
2331,Colleen Hoover,2015,November 9,4.41
2332,Kerry Lonsdale,2016,"Everything We Keep (Everything We Keep, #1)",3.84
2333,Samantha Towle,2012,"The Mighty Storm (The Storm, #1)",4.19
2334,Madeline Miller,2011,The Song of Achilles,4.27
2335,Amy Schumer,2016,The Girl with the Lower Back Tattoo,3.76
2336,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400,The Bhagavad Gita,4.1
2337,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,3.92
2338,Pam Muñoz Ryan,2000,Esperanza Rising,3.91
2339,J.D. Salinger,1955,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",4.11
2340,Candace Bushnell,1996,Sex and the City,3.37
2341,Laurell K. Hamilton,1997,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12
2342,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,Beyond Good and Evil,4.01
2343,Christopher Paul Curtis,1995,The Watsons Go to Birmingham - 1963,3.95
2344,Charles Bukowski,1975,Factotum,3.96
2345,Julie Kagawa,2012,"The Immortal Rules (Blood of Eden, #1)",4.1
2346,Dave Cullen,2009,Columbine,4.26
2347,Anne Rice,1993,"Lasher (Lives of the Mayfair Witches, #2)",3.84
2348,Laila Ibrahim,2010,Yellow Crocus,4.24
2349,"Mark Owen, Kevin Maurer",2012,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3.95
2350,Laura Moriarty,2012,The Chaperone,3.84
2351,Patricia Cornwell,1992,"All That Remains (Kay Scarpetta, #3)",4.05
2352,"Richard Bachman, Stephen King",1996,The Regulators,3.63
2353,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,Season of Mists (The Sandman #4),4.54
2354,"James Patterson, Andrew Gross",2006,Judge & Jury,3.98
2355,George Eliot,1861,Silas Marner,3.6
2356,Jennifer L. Armentrout,2013,"Origin (Lux, #4)",4.44
2357,Michael Pollan,2001,The Botany of Desire: A Plant's-Eye View of the World,4.05
2358,"Kami Garcia, Margaret Stohl",2012,"Beautiful Redemption (Caster Chronicles, #4)",3.94
2359,Kate Morton,2010,The Distant Hours,3.87
2360,Clare Mackintosh,2016,I Let You Go,4.09
2361,Robert Louis Stevenson,1886,"Kidnapped (David Balfour, #1)",3.78
2362,H.G. Bissinger,1988,"Friday Night Lights: A Town, a Team, and a Dream",4.11
2363,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Addiction,4.03
2364,Abbi Glines,2011,"The Vincent Boys (The Vincent Boys, #1)",3.98
2365,Edgar Allan Poe,1846,The Cask of Amontillado,4.09
2366,"Ovid, David Raeburn, Denis Feeney",8,Metamorphoses,4.03
2367,Julia Alvarez,1994,In the Time of the Butterflies,4.13
2368,Robert Morgan,1999,Gap Creek,3.71
2369,Jennifer L. Armentrout,2011,"Half-Blood (Covenant, #1)",4.16
2370,"Bo Hampton, Tracey Hampton, Washington Irving",1993,The Legend of Sleepy Hollow (Graphic Novel),3.96
2371,Jen Lancaster,2006,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",3.9
2372,Nora Roberts,2012,The Witness,4.19
2373,Karin Slaughter,2001,"Blindsighted (Grant County, #1)",4.1
2374,Wallace Stegner,1971,Angle of Repose,4.27
2375,John le Carré,1974,"Tinker, Tailor, Soldier, Spy",4.04
2376,Brian Jacques,2000,"Lord Brocktree (Redwall, #13)",3.95
2377,Veronica Rossi,2013,"Through the Ever Night (Under the Never Sky, #2)",4.17
2378,Elin Hilderbrand,2007,Barefoot,3.77
2379,James Frey,2005,My Friend Leonard,3.83
2380,Tennessee Williams,1955,Cat on a Hot Tin Roof,4.07
2381,James Patterson,2008,"The Final Warning (Maximum Ride, #4)",3.86
2382,Robin Hobb,2002,"Golden Fool (Tawny Man, #2)",4.32
2383,David Baldacci,2003,"Split Second (Sean King & Michelle Maxwell, #1)",3.98
2384,Michael Connelly,2011,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",4.17
2385,Tad Williams,1988,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",3.95
2386,Marjane Satrapi,2000,"Persepolis, Volume 1",4.27
2387,Jan Karon,1994,"At Home in Mitford (Mitford Years, #1)",4.11
2388,Tony Hsieh,2010,"Delivering Happiness: A Path to Profits, Passion, and Purpose",4.01
2389,Anthony Horowitz,2004,"Scorpia (Alex Rider, #5)",4.16
2390,Erika Johansen,2014,"The Queen of the Tearling (The Queen of the Tearling, #1)",4.02
2391,Gordon Korman,2008,"One False Note (The 39 Clues, #2)",3.88
2392,Holly Black,2002,"Tithe (Modern Faerie Tales, #1)",3.73
2393,Lee Child,2001,"Echo Burning (Jack Reacher, #5)",3.98
2394,L.J. Smith,2007,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",3.74
2395,"Colleen Hoover, Tarryn Fisher",2015,"Never Never (Never Never, #1)",4.12
2396,Elizabeth Haynes,2011,Into the Darkest Corner,4.1
2397,"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),4.4
2398,James Patterson,2000,"Roses are Red (Alex Cross, #6)",4.02
2399,Terry Goodkind,2003,"Naked Empire (Sword of Truth, #8)",3.82
2400,James Rollins,2005,"Map of Bones (Sigma Force, #2)",4.06
2401,Harlan Coben,2015,The Stranger,3.85
2402,Sara Shepard,2008,"Unbelievable (Pretty Little Liars, #4)",4.06
2403,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",1924,A Passage to India,3.66
2404,Rachel Hartman,2012,"Seraphina (Seraphina, #1)",3.98
2405,Nora Roberts,2006,"Morrigan's Cross (Circle Trilogy, #1)",4.14
2406,Jean M. Auel,1985,"The Mammoth Hunters (Earth's Children, #3)",3.88
2407,Jim Butcher,2008,"Princeps' Fury (Codex Alera, #5)",4.35
2408,Erich Segal,1970,"Love Story (Love Story, #1)",3.6
2409,Kevin Henkes,1991,Chrysanthemum,4.31
2410,Wendy Higgins,2012,"Sweet Evil (Sweet, #1)",4.13
2411,Herman Wouk,1971,"The Winds of War (The Henry Family, #1)",4.36
2412,"Stephen King, Jae Lee",2012,"The Wind Through the Keyhole (The Dark Tower, #4.5)",4.14
2413,Bernard Cornwell,2004,"The Last Kingdom (The Saxon Stories, #1)",4.23
2414,Michael E. Gerber,1985,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,3.98
2415,"James Howe, Deborah Howe, Alan Daniel",1979,"Bunnicula (Bunnicula, #1)",3.83
2416,R.A. Salvatore,1990,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",4.24
2417,Amanda Hocking,2012,"Ascend (Trylle, #3)",4.08
2418,"Jussi Adler-Olsen, Lisa Hartford",2007,"The Keeper of Lost Causes (Department Q, #1)",3.98
2419,Gabriel García Márquez,1994,Of Love and Other Demons,3.98
2420,Rick Riordan,2009,The Demigod Files (Percy Jackson and the Olympians),4.04
2421,Oliver Sacks,2007,Musicophilia: Tales of Music and the Brain,3.88
2422,Stephen King,2016,"End of Watch (Bill Hodges Trilogy, #3)",4.09
2423,Christopher Moore,2009,Fool,3.96
2424,John Connolly,2006,The Book of Lost Things,3.98
2425,Bill Clinton,2004,My Life,3.72
2426,"Frank Miller, Lynn Varley",1998,300,3.93
2427,Linda Sue Park,2010,"Storm Warning (The 39 Clues, #9)",3.98
2428,Ally Carter,2010,"Only the Good Spy Young (Gallagher Girls, #4)",4.29
2429,Lee Child,2003,"Persuader (Jack Reacher, #7)",4.09
2430,Charlaine Harris,2005,"Grave Sight (Harper Connelly, #1)",3.85
2431,"Jo Nesbø, Don Bartlett",1997,"Flaggermusmannen (Harry Hole, #1)",3.56
2432,Nora Roberts,2007,"Blood Brothers (Sign of Seven, #1)",4.15
2433,Jodi Picoult,1995,Picture Perfect,3.52
2434,"Nobuhiro Watsuki, Kenichiro Yagi",1994,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",4.33
2435,Miranda Kenneally,2011,Catching Jordan,3.85
2436,Joe Simpson,1988,Touching the Void: The True Story of One Man's Miraculous Survival,4.2
2437,Colleen Hoover,2013,"This Girl (Slammed, #3)",4.18
2438,Simms Taback,1997,There Was an Old Lady Who Swallowed a Fly,4.2
2439,Dan Millman,1980,Way of the Peaceful Warrior: A Book That Changes Lives,4.13
2440,Salman Rushdie,1988,The Satanic Verses,3.71
2441,Barbara Demick,2009,Nothing to Envy: Ordinary Lives in North Korea,4.42
2442,"Jack Welch, Suzy Welch",1992,Winning,3.8
2443,Gail McHugh,2013,"Collide (Collide, #1)",4.24
2444,Jonah Lehrer,2009,How We Decide,3.81
2445,Laurie R. King,1994,"The Beekeeper's Apprentice (Mary Russell, #1)",4.08
2446,"Jean de Brunhoff, Merle S. Haas",1931,The Story of Babar,4.07
2447,Michael Scott,2011,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",4.17
2448,Jim Butcher,2008,"First Lord's Fury (Codex Alera, #6)",4.37
2449,Tom Rachman,2010,The Imperfectionists,3.54
2450,Katja Millay,2012,The Sea of Tranquility,4.34
2451,"Marjane Satrapi, Anjali Singh",2001,"Persepolis 2: The Story of a Return (Persepolis, #2)",4.23
2452,Terry Pratchett,1989,"Pyramids (Discworld, #7)",3.88
2453,Raymond E. Feist,1985,"Silverthorn (The Riftwar Saga, #3)",4.06
2454,Jenny Downham,2007,Before I Die,3.84
2455,Elizabeth Gilbert,2009,Committed: A Skeptic Makes Peace with Marriage,3.39
2456,Sarah Dessen,1999,Keeping the Moon,3.86
2457,Veronica Roth,2013,"The Transfer (Divergent, #0.1)",4.19
2458,Terry Goodkind,2004,"Chainfire (Sword of Truth, #9)",3.95
2459,"Julia Child, Simone Beck, Louisette Bertholle",1961,Mastering the Art of French Cooking,4.33
2460,"Kazue Kato, John Werry",2009,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",4.36
2461,Terry Goodkind,2007,"Confessor (Sword of Truth, #11)",4.08
2462,Mohsin Hamid,2007,The Reluctant Fundamentalist,3.67
2463,Jennifer A. Nielsen,2012,The False Prince (The Ascendance Trilogy #1),4.22
2464,John Updike,1960,"Rabbit, Run (Rabbit Angstrom #1)",3.57
2465,Daniel Todd Gilbert,2006,Stumbling on Happiness,3.82
2466,T.S. Eliot,1922,The Waste Land and Other Poems,4.23
2467,"Else Holmelund Minarik, Maurice Sendak",1957,Little Bear,4.22
2468,Edgar Allan Poe,1842,The Pit and the Pendulum,4.15
